index,name,artist,spotify_preview_url,tags,year,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,speed,song
39847,Wheel of Conclusion,Ulver,https://p.scdn.co/mp3-preview/ad5089a3adcf6259a5818e06cf545d1fd0443a1b?cid=774b29d4f13844c495f206cafdad9c86,"['ambient', 'dark ambient', 'avant garde']",2003,0.49,0.443,0.600836923076923,Major,0.032,0.238,0.911,0.114,0.0366,0.5363897942207252,Wheel of Conclusion (Ulver)
4522,Were All in Love,Black Rebel Motorcycle Club,https://p.scdn.co/mp3-preview/7a70feb057994f44a5cb3240d7e8af7f786b8790?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative rock', 'post punk']",2003,0.408,0.941,0.8293169230769232,Major,0.059,0.254,0.00175,0.176,0.288,0.6101057760928756,Were All in Love (Black Rebel Motorcycle Club)
46466,End On 9,Guttermouth,https://p.scdn.co/mp3-preview/a6e9c4113104cef06e90a8a128b53a306b30c533?cid=774b29d4f13844c495f206cafdad9c86,"['punk', 'ska']",2003,0.327,0.949,0.7261784615384614,Minor,0.266,0.103,1.92e-06,0.79,0.16,0.4470414967748974,End On 9 (Guttermouth)
18772,Elder Misanthropy,The Black Dahlia Murder,https://p.scdn.co/mp3-preview/dcfa485e7ed3bb18416863a512fa1208f82699a4?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'hardcore', 'metalcore', 'melodic death metal']",2003,0.293,0.995,0.7182030769230769,Minor,0.104,2.19e-06,0.0167,0.323,0.0853,0.5412763133372426,Elder Misanthropy (The Black Dahlia Murder)
11050,Slow Jam,Four Tet,https://p.scdn.co/mp3-preview/b10e4839d36bca158ef494e7c7874bd3f2d48591?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'ambient', 'experimental', 'instrumental', 'chillout', 'downtempo', 'idm', 'chill']",2003,0.493,0.524,0.8256984615384615,Major,0.0262,0.0271,0.805,0.337,0.149,0.4089811948562,Slow Jam (Four Tet)
49580,Christiane,Apollo 440,https://p.scdn.co/mp3-preview/d141e01c13d5eb477c87ada42f5f752c1c9cbcd6?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'ambient']",2003,0.503,0.715,0.7633230769230769,Minor,0.045,0.56,0.588,0.326,0.291,0.3818212397667199,Christiane (Apollo 440)
46744,Such the Fool,Sikth,https://p.scdn.co/mp3-preview/b4a6cb2bb3a4ffd6336dedfefce0c9302741738f?cid=774b29d4f13844c495f206cafdad9c86,['progressive metal'],2003,0.313,0.979,0.8638276923076924,Major,0.105,0.0013,4.59e-06,0.316,0.461,0.6699122244798699,Such the Fool (Sikth)
9784,Song for My Father,Madlib,https://p.scdn.co/mp3-preview/1bf8e8075a93d962fe51155f6ed7578b4c09a4a3?cid=774b29d4f13844c495f206cafdad9c86,"['jazz', 'hip hop']",2003,0.504,0.625,0.6672984615384616,Minor,0.0525,0.51,0.0222,0.654,0.616,0.5722318437404826,Song for My Father (Madlib)
39483,I Am Sound,The Dandy Warhols,https://p.scdn.co/mp3-preview/cb68ee41c2541e6ad71944058ccd0ca4adb42014?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'indie', 'indie rock', 'britpop']",2003,0.691,0.802,0.7630769230769231,Major,0.0252,0.000406,0.058,0.203,0.951,0.48774279181610325,I Am Sound (The Dandy Warhols)
3036,Undress Me Now,Morcheeba,https://p.scdn.co/mp3-preview/628e3043f38d1e848d007d2ca05cd54074d05469?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'female vocalists', 'chillout', 'trip hop', 'downtempo', 'mellow', 'lounge', 'chill']",2003,0.576,0.352,0.6485169230769231,Minor,0.0268,0.7,0.27,0.16,0.36,0.43403199192701586,Undress Me Now (Morcheeba)
30192,Forever Loving Jah,Bob Marley & The Wailers,https://p.scdn.co/mp3-preview/f539c16752076854888b5003b6cee4810528b000?cid=774b29d4f13844c495f206cafdad9c86,['reggae'],2003,0.774,0.531,0.7370584615384614,Minor,0.0446,0.0595,0.0,0.0409,0.966,0.6454796288972832,Forever Loving Jah (Bob Marley & The Wailers)
21291,Ungodly Hour,The Fray,https://p.scdn.co/mp3-preview/c292a8306f140c3bd7bb6a5baa1b3498be0fb16f?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'indie', 'indie rock', 'chillout', 'piano', 'male vocalists', '00s', 'chill']",2003,0.527,0.276,0.5979569230769232,Major,0.0342,0.492,0.000145,0.249,0.194,0.3677526103103281,Ungodly Hour (The Fray)
2144,Nothing Better,The Postal Service,https://p.scdn.co/mp3-preview/0c2150cb6b8c5fe484a0d25e159ed88df92b0bd3?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'alternative', 'indie', 'pop', 'indie rock', 'indie pop', 'love']",2003,0.704,0.674,0.7318153846153846,Major,0.0308,0.175,0.0518,0.0978,0.698,0.6135695226666303,Nothing Better (The Postal Service)
46741,Muttersprache,Gordian Knot,https://p.scdn.co/mp3-preview/8cdaa97b9b0b5898f08d304b9b32f1581751ba7c?cid=774b29d4f13844c495f206cafdad9c86,"['instrumental', 'progressive rock', 'progressive metal']",2003,0.391,0.734,0.6938338461538461,Minor,0.0528,0.0146,0.822,0.267,0.294,0.5450173414608647,Muttersprache (Gordian Knot)
7656,94 Hours,As I Lay Dying,https://p.scdn.co/mp3-preview/a99bb67a19d8b0b0b4570a18e6f79a84b4b5cfcf?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'hardcore', 'metalcore']",2003,0.33,0.997,0.8216615384615386,Major,0.22,0.000114,0.0108,0.379,0.0581,0.5002386439568532,94 Hours (As I Lay Dying)
21888,The Flower Duet,Charlotte Church,https://p.scdn.co/mp3-preview/dcbfc3bc9ee746189045e63e6ee5e501d1cd3fcd?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'classical']",2003,0.207,0.21,0.632516923076923,Major,0.0395,0.957,2.54e-06,0.168,0.102,0.33063324742150885,The Flower Duet (Charlotte Church)
21969,Misere Mei,Sarah Brightman,https://p.scdn.co/mp3-preview/72afb1c0ed28c7ac1fc2d186063498af9a652975?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'classical']",2003,0.162,0.149,0.40758153846153844,Minor,0.045,0.983,0.989,0.458,0.0491,0.34346092830226416,Misere Mei (Sarah Brightman)
36352,Lost On Yer Merry Way,Grandaddy,https://p.scdn.co/mp3-preview/2865679fc00be3a02aab24bd89337beef5f0e9f3?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'psychedelic rock']",2003,0.271,0.522,0.7107938461538461,Major,0.0244,0.0372,0.00678,0.0809,0.0986,0.4007854795379853,Lost On Yer Merry Way (Grandaddy)
21612,La Donna e Mobile,Giuseppe Verdi,https://p.scdn.co/mp3-preview/7242f7ea49a16784e196a84427bde324d362111c?cid=774b29d4f13844c495f206cafdad9c86,['classical'],2003,0.556,0.239,0.5994092307692307,Major,0.0288,0.898,0.905,0.147,0.303,0.6534253362606992,La Donna e Mobile (Giuseppe Verdi)
37760,My Goddess,The Exies,https://p.scdn.co/mp3-preview/0377864af1100490d59ae55279f54b7a898b16d7?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'alternative rock', 'grunge']",2003,0.521,0.974,0.797636923076923,Minor,0.0625,0.000246,0.0,0.0793,0.368,0.5431536457978209,My Goddess (The Exies)
25697,E,ASIAN KUNG-FU GENERATION,https://p.scdn.co/mp3-preview/bf74fe2c783f12d57904325e754a98f5d6a6ab20?cid=774b29d4f13844c495f206cafdad9c86,"['japanese', 'j pop']",2003,0.282,0.681,0.753796923076923,Major,0.0464,2.19e-05,0.214,0.14,0.563,0.8137849840676749,E (ASIAN KUNG-FU GENERATION)
42410,Teclo,PJ Harvey,https://p.scdn.co/mp3-preview/c986da32d3ef4feb2fad2ca243dfab28d8250937?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'female vocalists']",2003,0.449,0.0618,0.35140923076923075,Major,0.0373,0.877,0.0162,0.13,0.0387,0.5365807093862077,Teclo (PJ Harvey)
14056,Set You Free,The Black Keys,https://p.scdn.co/mp3-preview/078d67b757145cc8dedbe1d88632a9f59516f5fe?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'indie rock', 'blues', '00s', 'blues rock']",2003,0.437,0.907,0.7543630769230769,Minor,0.141,0.0286,2.67e-05,0.306,0.456,0.5556767715336397,Set You Free (The Black Keys)
48520,I Will Never See the Sun,Great Lake Swimmers,https://p.scdn.co/mp3-preview/4792396f3c115a9b6636a51f46b3ddfde4b7d321?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'folk']",2003,0.419,0.593,0.7073476923076923,Major,0.0281,0.762,2.12e-06,0.171,0.631,0.6250198869964044,I Will Never See the Sun (Great Lake Swimmers)
22935,Into the West,Annie Lennox,https://p.scdn.co/mp3-preview/667e76962bcfb45ffc3f125d6904ae157815e557?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'soundtrack', 'beautiful', 'mellow']",2003,0.312,0.031,0.3712984615384615,Major,0.037,0.914,8.81e-06,0.0949,0.0399,0.418531498729505,Into the West (Annie Lennox)
45971,Back Up Against the Wall,Rancid,https://p.scdn.co/mp3-preview/80b87e7fdd0ea78b8d175bbb83e86258e03b4d41?cid=774b29d4f13844c495f206cafdad9c86,"['punk', 'punk rock', 'ska']",2003,0.577,0.965,0.8526769230769231,Major,0.23,0.0386,0.0,0.0637,0.772,0.8622501625051706,Back Up Against the Wall (Rancid)
47938,Love and Hatred,The Crüxshadows,https://p.scdn.co/mp3-preview/9f0485074f0cf6a1ac52b5bc171eeafa093d02d8?cid=774b29d4f13844c495f206cafdad9c86,,2003,0.543,0.979,0.8146215384615385,Major,0.0908,0.238,4.83e-06,0.0903,0.357,0.590927893160237,Love and Hatred (The Crüxshadows)
26547,You Learn About It,The Gathering,https://p.scdn.co/mp3-preview/1b3f8bd2226ea89b558cc2a5185ce9d7261b7a1e?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'progressive metal', 'gothic metal', 'gothic']",2003,0.399,0.665,0.7353107692307692,Major,0.0359,0.301,0.000402,0.34,0.154,0.681917151909379,You Learn About It (The Gathering)
8459,Para-noir,Marilyn Manson,https://p.scdn.co/mp3-preview/e9733c0b7a48d474c156bc9fb36c012a6cd71699?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'metal', 'industrial']",2003,0.53,0.904,0.7535753846153846,Minor,0.138,0.00404,0.282,0.105,0.304,0.8185669544030947,Para-noir (Marilyn Manson)
23676,Gypsy Death & You,The Kills,https://p.scdn.co/mp3-preview/da905113dc0e33fbc9dd797b1379e5d69ae18bab?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'alternative rock', 'indie rock', 'blues', 'acoustic', 'country']",2003,0.619,0.311,0.6120861538461538,Major,0.0323,0.893,0.0166,0.0816,0.618,0.6126013100416832,Gypsy Death & You (The Kills)
9021,Spread,OutKast,https://p.scdn.co/mp3-preview/64f6bb6a5cd17653be857f052478b9e1b56ae8eb?cid=774b29d4f13844c495f206cafdad9c86,"['jazz', 'rap', 'hip hop', 'funk', 'american', '00s']",2003,0.752,0.979,0.7805784615384616,Major,0.257,0.615,0.0988,0.112,0.49,0.6366384384957704,Spread (OutKast)
27444,Reincarnation,Deine Lakaien,https://p.scdn.co/mp3-preview/b19e8227cf9ae1ca6265f07730642f919d04e66b?cid=774b29d4f13844c495f206cafdad9c86,"['german', 'gothic']",2003,0.681,0.865,0.6699323076923077,Major,0.0618,0.574,0.00163,0.0533,0.491,0.45620997031723737,Reincarnation (Deine Lakaien)
13145,The Fallen Interlude,blink-182,https://p.scdn.co/mp3-preview/189e12f725faaf396a3c212e6c0e92a17eb3ebd8?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'punk', 'instrumental', 'chillout', 'punk rock', '00s']",2003,0.499,0.845,0.7808246153846153,Minor,0.082,0.00334,0.91,0.194,0.157,0.42784997704472416,The Fallen Interlude (blink-182)
32415,All For Swinging You Around,The New Pornographers,https://p.scdn.co/mp3-preview/a65d080a78d2fb7be2ab2e8c70f0523801e63706?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'female vocalists', 'indie pop']",2003,0.402,0.91,0.8180923076923077,Major,0.0589,0.0153,2.85e-06,0.288,0.777,0.8088711913560886,All For Swinging You Around (The New Pornographers)
28290,Wherever I Lay My Hat (Thats My Home),Paul Young,https://p.scdn.co/mp3-preview/39412dfb9f9a9dc76a52e5e3427def6e581fd6e7?cid=774b29d4f13844c495f206cafdad9c86,"['pop', '80s', 'new wave', 'cover']",2003,0.63,0.514,0.7166523076923076,Major,0.0521,0.247,0.0,0.0989,0.477,0.40514016355065846,Wherever I Lay My Hat (Thats My Home) (Paul Young)
24548,Drunk As Shit,Municipal Waste,https://p.scdn.co/mp3-preview/4fc952f80514ac68881dc59506795c8c86febb1e?cid=774b29d4f13844c495f206cafdad9c86,['thrash metal'],2003,0.312,0.905,0.7814892307692307,Major,0.148,4.01e-05,0.0,0.381,0.454,0.4620828844554145,Drunk As Shit (Municipal Waste)
21099,So Simple,Alicia Keys,https://p.scdn.co/mp3-preview/2f9640057fa656d99a6a8e0dd8950d5ca56db974?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'soul', 'rnb']",2003,0.673,0.634,0.7236430769230769,Minor,0.194,0.048,2.9e-06,0.103,0.891,0.41829512757224097,So Simple (Alicia Keys)
25112,In the Event That Everything Should Go Terribly Wrong,Every Time I Die,https://p.scdn.co/mp3-preview/486e30ef54ca300e82a2b252f47641056b5da501?cid=774b29d4f13844c495f206cafdad9c86,"['hardcore', 'metalcore', 'screamo']",2003,0.223,0.89,0.7643076923076924,Minor,0.0512,8.1e-05,0.812,0.193,0.147,0.6444341410863073,In the Event That Everything Should Go Terribly Wrong (Every Time I Die)
7671,Demon Speeding,Rob Zombie,https://p.scdn.co/mp3-preview/2645f2e4cdc2724bd84e3102d5c177b0158cbb2f?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'hard rock', 'heavy metal', 'industrial']",2003,0.552,0.817,0.8167630769230768,Minor,0.0319,0.000233,1.84e-06,0.144,0.441,0.609033014686831,Demon Speeding (Rob Zombie)
31211,Radio Nufonia,Kid Koala,https://p.scdn.co/mp3-preview/57f2d58e38d806faf566221418985f4c26ef2350?cid=774b29d4f13844c495f206cafdad9c86,"['hip hop', 'trip hop']",2003,0.875,0.764,0.68,Minor,0.291,0.00996,0.761,0.375,0.758,0.4787879614351366,Radio Nufonia (Kid Koala)
27312,Love Is The Queen,Seeed,https://p.scdn.co/mp3-preview/109805965c19857a523586a7c1266f230f79a21d?cid=774b29d4f13844c495f206cafdad9c86,"['german', 'reggae']",2003,0.892,0.687,0.76608,Major,0.225,0.121,0.0,0.356,0.86,0.5948007436600256,Love Is The Queen (Seeed)
8380,Will You,P.O.D.,https://p.scdn.co/mp3-preview/89707d1ab346213db1ab18f1a05cfeed0236daa2?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'metal', 'hard rock', 'nu metal']",2003,0.495,0.922,0.8250338461538462,Minor,0.0665,0.00357,0.0,0.119,0.579,0.5912688130985986,Will You (P.O.D.)
19924,Juneau,Funeral for a Friend,https://p.scdn.co/mp3-preview/f4d0d44474143ab2b76b0ef70459d3e7aa166950?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'hardcore', 'emo', 'post hardcore', 'screamo']",2003,0.464,0.733,0.8165907692307692,Major,0.0327,0.000309,0.0,0.162,0.229,0.4694694831199175,Juneau (Funeral for a Friend)
37504,The State,Poisonblack,https://p.scdn.co/mp3-preview/d8c0514c1a31c4bd3a00b76b3a7fb083aa81d428?cid=774b29d4f13844c495f206cafdad9c86,['gothic metal'],2003,0.481,0.635,0.73632,Minor,0.0335,0.00364,0.132,0.165,0.205,0.5549722036610256,The State (Poisonblack)
18753,Brickwalker,Soilwork,https://p.scdn.co/mp3-preview/8f76a540982a41780402fae9f0e2da848be86651?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'metalcore', 'melodic death metal']",2003,0.461,0.944,0.761476923076923,Major,0.122,0.000184,0.00115,0.217,0.274,0.47711972653675344,Brickwalker (Soilwork)
4560,Break Myself,Something Corporate,https://p.scdn.co/mp3-preview/f8b1d853009617f61f5a91a8f5ad5d1f9f389ff6?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'punk', 'piano', 'emo']",2003,0.522,0.934,0.8371938461538462,Major,0.0489,0.0395,0.000132,0.179,0.405,0.5842367711699917,Break Myself (Something Corporate)
22023,Blues,Mike Oldfield,https://p.scdn.co/mp3-preview/c6d2b7f5df0cbee39b9bbac3da44c88b4ae7b745?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'instrumental', 'progressive rock', 'classical', 'new age']",2003,0.472,0.278,0.5871015384615385,Minor,0.031,0.737,0.9,0.234,0.29,0.6478069756764988,Blues (Mike Oldfield)
22462,Restless Heart,Starsailor,https://p.scdn.co/mp3-preview/931d94e2f1cc12939ca61c6f519f9805149351db?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'british', 'industrial', 'trance', 'britpop']",2003,0.32,0.209,0.633403076923077,Major,0.0311,0.934,0.0,0.146,0.273,0.44380957575922875,Restless Heart (Starsailor)
8125,Faraway,Apocalyptica,https://p.scdn.co/mp3-preview/823483aba58f75bcb642b170f5c9363057e64c3c?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'instrumental', 'symphonic metal']",2003,0.136,0.437,0.6793353846153846,Minor,0.0377,0.105,0.839,0.107,0.0592,0.6728259535530676,Faraway (Apocalyptica)
26941,Gustav Gans,Beginner,https://p.scdn.co/mp3-preview/948a045bdc7e1ec3230a08ee78e62798b361783e?cid=774b29d4f13844c495f206cafdad9c86,"['german', 'hip hop']",2003,0.778,0.788,0.762683076923077,Major,0.198,0.0426,0.0,0.0698,0.842,0.43635024750787527,Gustav Gans (Beginner)
29290,Sagittarius,Talamasca,https://p.scdn.co/mp3-preview/8fc1e2224e4fd64d2c993fdc5a04b91676be4256?cid=774b29d4f13844c495f206cafdad9c86,['trance'],2003,0.64,0.851,0.7568984615384615,Major,0.0479,7.9e-05,0.887,0.304,0.157,0.6590891528366812,Sagittarius (Talamasca)
7413,The Only,Static-X,https://p.scdn.co/mp3-preview/fad16102e1b0bc90b0eca1859dffa9c4e6ab7d54?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'hard rock', 'industrial', 'soundtrack', 'nu metal']",2003,0.428,0.979,0.8415999999999999,Major,0.225,7.04e-05,0.0,0.129,0.292,0.4765606178378403,The Only (Static-X)
18938,Phobophile,Cryptopsy,https://p.scdn.co/mp3-preview/07e30261f631f2f77a17b70299718199da4170b6?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'grindcore']",2003,0.25,0.97,0.6796307692307693,Major,0.297,0.000123,0.677,0.724,0.0549,0.5689090107412509,Phobophile (Cryptopsy)
16332,Resurrection of the Wild,Windir,https://p.scdn.co/mp3-preview/b4644af21191000983536a3397725de49a42ca85?cid=774b29d4f13844c495f206cafdad9c86,['black metal'],2003,0.239,0.798,0.7421784615384616,Major,0.0491,6.08e-06,0.69,0.121,0.0372,0.3818576045601451,Resurrection of the Wild (Windir)
34837,Switching Off,Elbow,https://p.scdn.co/mp3-preview/657dfc3b4b093ac23501fe8577858d91e4c348cf?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'indie', 'male vocalists', 'britpop', 'mellow']",2003,0.174,0.397,0.6851446153846154,Major,0.0298,0.255,0.0,0.0817,0.07,0.3560340556290428,Switching Off (Elbow)
25365,Brief Candles,The Zombies,https://p.scdn.co/mp3-preview/5a0a0924c8c57fb27e7b2058f5e9db1b679692ab?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'classic rock', 'psychedelic', '60s']",2003,0.382,0.381,0.6956061538461539,Minor,0.0306,0.759,1.26e-05,0.123,0.224,0.6152513943625479,Brief Candles (The Zombies)
13556,Neocon,The Offspring,https://p.scdn.co/mp3-preview/65c24e292049b6ffca0ac1d0a4bcbc82b19aa61f?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'punk', 'hard rock', 'punk rock']",2003,0.726,0.504,0.7464123076923077,Minor,0.0353,0.151,0.937,0.157,0.485,0.5357852295300305,Neocon (The Offspring)
43424,Rip The Heart Out Of Me,Adema,https://p.scdn.co/mp3-preview/b1514f0770751f18799dcc0b21322ca9d725ace1?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'nu metal']",2003,0.524,0.98,0.8317538461538462,Major,0.0846,1.13e-05,0.000324,0.296,0.396,0.47312414485915466,Rip The Heart Out Of Me (Adema)
40485,The Power and the Glory,Spiritualized,https://p.scdn.co/mp3-preview/2b784ae4f60f6caf933183cef907fb691425ad15?cid=774b29d4f13844c495f206cafdad9c86,"['instrumental', 'noise']",2003,0.118,0.527,0.7113107692307692,Minor,0.0632,0.0936,0.884,0.0481,0.233,0.3866941220857027,The Power and the Glory (Spiritualized)
20427,Playing The Part,Comeback Kid,https://p.scdn.co/mp3-preview/31358b64a84220dcd96000cd6a6da6549ec5ce3f?cid=774b29d4f13844c495f206cafdad9c86,"['hardcore', 'metalcore']",2003,0.37,0.972,0.8267569230769232,Minor,0.128,4.86e-06,0.00272,0.0684,0.527,0.5362352438486679,Playing The Part (Comeback Kid)
16270,Martyrium,Windir,https://p.scdn.co/mp3-preview/735a3e52a1112e7baf426d2d255b7e19f64f07c4?cid=774b29d4f13844c495f206cafdad9c86,['black metal'],2003,0.0934,0.866,0.7759753846153846,Major,0.0643,0.0,0.929,0.114,0.139,0.3997309005286532,Martyrium (Windir)
19020,Better Unborn,Amorphis,https://p.scdn.co/mp3-preview/452c4e245de114dd9bfc5ab292e5e5bce56bce97?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'progressive metal', 'melodic death metal', 'doom metal']",2003,0.27,0.928,0.8486892307692309,Major,0.0361,0.000238,0.168,0.119,0.37,0.4763287922797544,Better Unborn (Amorphis)
41811,The Stix,Jaga Jazzist,https://p.scdn.co/mp3-preview/ae00de294fe683cd7ce7ed397db3a01c39a36bb1?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'jazz', 'lounge']",2003,0.526,0.722,0.7296984615384615,Minor,0.0333,0.0118,0.665,0.0898,0.462,0.5678089757401372,The Stix (Jaga Jazzist)
40382,The Star Compass,Tim Hecker,https://p.scdn.co/mp3-preview/5f940ca20e7db36a16d74b92ab6cb5b7e1c00e68?cid=774b29d4f13844c495f206cafdad9c86,"['ambient', 'noise']",2003,0.164,0.716,0.47918769230769226,Minor,0.145,0.0527,0.0,0.336,0.0395,0.49831585550449337,The Star Compass (Tim Hecker)
16072,Black Seeds On Virgin Soil,Old Man's Child,https://p.scdn.co/mp3-preview/f4991b339cc856466abf931d3a03509f15d0077c?cid=774b29d4f13844c495f206cafdad9c86,"['black metal', 'gothic metal']",2003,0.44,0.883,0.7565784615384615,Minor,0.036,4.82e-06,0.663,0.18,0.0824,0.4203633751983018,Black Seeds On Virgin Soil (Old Man's Child)
13180,Prisoners of Today,Billy Talent,https://p.scdn.co/mp3-preview/244fdab3cd8e6dae24bf69c300bb2da794870038?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'punk', 'punk rock', 'emo', 'post hardcore']",2003,0.476,0.987,0.8123323076923077,Minor,0.0875,0.00108,4.22e-06,0.138,0.622,0.745223711663553,Prisoners of Today (Billy Talent)
11848,Am I Wry? No,Mew,https://p.scdn.co/mp3-preview/e1071780ef4d412ac99e214dd5e5c0b24b4a09ed?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'indie', 'experimental', 'indie rock', 'progressive rock', 'indie pop', 'beautiful']",2003,0.529,0.921,0.8069661538461539,Major,0.0549,0.00484,0.569,0.0933,0.511,0.5935507038860327,Am I Wry? No (Mew)
13847,The Coming Of Spring,The Rapture,https://p.scdn.co/mp3-preview/d7c22b113c44eb9e59138bd80b7d2d472d2cab2d?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'punk', 'indie rock', 'new wave', 'house', 'post punk', 'electro']",2003,0.512,0.844,0.74592,Major,0.0524,0.000239,0.000378,0.937,0.424,0.590786979585714,The Coming Of Spring (The Rapture)
25559,Semi Nice,Infected Mushroom,https://p.scdn.co/mp3-preview/93e0f831bbc67782ed8e3d09903c4f1e68312d2d?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'psychedelic', 'trance', 'techno']",2003,0.774,0.943,0.655113846153846,Major,0.0556,0.00704,0.837,0.119,0.521,0.6364429777311097,Semi Nice (Infected Mushroom)
20882,My Baby,Janis Joplin,https://p.scdn.co/mp3-preview/dafb831e3856be37fbb7c8aaf2a1fe150391d791?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'female vocalists', 'classic rock', 'soul', 'blues', 'american', '70s', '60s', 'oldies', 'blues rock']",2003,0.425,0.451,0.648,Major,0.0307,0.226,0.0494,0.0621,0.74,0.45692817498738597,My Baby (Janis Joplin)
24082,Sha-La-La (Make Me Happy),Al Green,https://p.scdn.co/mp3-preview/c0e90ab58cc901fdafb32190c13461bb8559d7d7?cid=774b29d4f13844c495f206cafdad9c86,"['soul', 'blues']",2003,0.74,0.458,0.6364061538461538,Major,0.0291,0.0436,0.0235,0.327,0.843,0.5034205633815622,Sha-La-La (Make Me Happy) (Al Green)
48484,Dont Be Afraid to Sing,Stars,https://p.scdn.co/mp3-preview/75d47f863d090e03b33075c0b749a9b28cc3ee9d?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie pop', 'mellow']",2003,0.42,0.337,0.6901169230769231,Major,0.0281,0.476,0.0798,0.0766,0.359,0.7002404621965245,Dont Be Afraid to Sing (Stars)
30273,Dont Let the Bastards Grind You Down,The Toasters,https://p.scdn.co/mp3-preview/127e6e8a6c66b3c7663982dd1441f5cf2b697a01?cid=774b29d4f13844c495f206cafdad9c86,"['reggae', 'ska']",2003,0.566,0.973,0.7897353846153846,Major,0.0523,0.0607,0.000151,0.0737,0.937,0.7920706567936253,Dont Let the Bastards Grind You Down (The Toasters)
29271,Gravastar,Hybrid,https://p.scdn.co/mp3-preview/09b5b71b2369064cd14d24c39dd3e48e3bc6b809?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'trance', 'idm']",2003,0.74,0.728,0.6778092307692308,Minor,0.0446,0.0441,0.917,0.286,0.195,0.5819230611883106,Gravastar (Hybrid)
43864,Olhos Certos,Detonautas Roque Clube,https://p.scdn.co/mp3-preview/95e6cb7f63b73b94eaba0235c2ac3f97698fe1e9?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'pop rock']",2003,0.559,0.492,0.7114338461538462,Minor,0.0257,0.00357,0.00686,0.0769,0.143,0.43216375066479384,Olhos Certos (Detonautas Roque Clube)
6991,Maybe Not,Cat Power,https://p.scdn.co/mp3-preview/e0b7de362e2675491463628cc56e825655da4987?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'female vocalists', 'folk', 'indie rock', 'singer songwriter', 'acoustic', 'piano', 'indie pop', 'love', 'beautiful', '00s', 'mellow']",2003,0.56,0.145,0.5733415384615385,Minor,0.0309,0.988,0.0185,0.0524,0.157,0.49276567890796524,Maybe Not (Cat Power)
13357,Back Home,Yellowcard,https://p.scdn.co/mp3-preview/4947bd00d547cb9585aacde97d8cd6861b982f66?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'punk', 'punk rock', 'emo', 'love', 'pop rock']",2003,0.313,0.778,0.8073107692307692,Major,0.0344,9.77e-05,0.0,0.114,0.266,0.3995172573672799,Back Home (Yellowcard)
